Entry	Gene names  (ordered locus )	Gene names  (primary )	Protein names	Organism	Cross-reference (RefSeq)	Cross-reference (EMBL)	EnsemblBacteria transcript
Q1D161	MXAN_5469		Male sterility protein-like protein	Myxococcus xanthus (strain DK 1622)	WP_011555427.1;	CP000113;	ABF92375;
Q1D0P3	MXAN_5641		YihY family protein	Myxococcus xanthus (strain DK 1622)	WP_011555595.1;	CP000113;	ABF87113;
Q1D973	MXAN_2581		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552651.1;	CP000113;	ABF88019;
Q1DBF0	MXAN_1773		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89707;
Q1DBZ8	MXAN_1573		AMP-binding enzyme	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89597;
Q1DC59	MXAN_1512		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011551623.1;	CP000113;	ABF92694;
Q1DCQ3	MXAN_1313		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91456;
Q1D3Q0	MXAN_4555		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87477;
Q1DB03	MXAN_1926	mglB	Gliding motility protein MglB	Myxococcus xanthus (strain DK 1622)	WP_002637270.1;	CP000113;	ABF91419;
Q1DFB0	MXAN_0392		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89753;
Q1CZL6	MXAN_6022		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555971.1;	CP000113;	ABF86136;
Q1D1W7	MXAN_5203	dnaG	DNA primase (EC 2.7.7.-)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86125;
Q1CXQ5	MXAN_6701		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556626.1;	CP000113;	ABF93017;
Q1CWF6	MXAN_7154		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557073.1;	CP000113;	ABF92432;
Q1D7S0	MXAN_3100	glyQ	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	Myxococcus xanthus (strain DK 1622)	WP_011553150.1;	CP000113;	ABF92675;
Q1DB81	MXAN_1846		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551948.1;	CP000113;	ABF90812;
Q1DBV9	MXAN_1612		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551723.1;	CP000113;	ABF86335;
Q1DD55	MXAN_1158		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86352;
Q1D678	MXAN_3658		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553676.1;	CP000113;	ABF90626;
Q1CYX9	MXAN_6265		Monooxygenase, FAD-dependent	Myxococcus xanthus (strain DK 1622)	WP_011556207.1;	CP000113;	ABF90011;
Q1CVN2	MXAN_7436		Outer membrane efflux protein	Myxococcus xanthus (strain DK 1622)	WP_011557344.1;	CP000113;	ABF86963;
Q1D484	MXAN_4366		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88197;
Q1DFI5	MXAN_0308		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550452.1;	CP000113;	ABF91401;
Q1DFK9	MXAN_0284		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550428.1;	CP000113;	ABF87016;
Q1CXG1	MXAN_6795		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556720.1;	CP000113;	ABF86481;
Q1D3R0	MXAN_4545		Tetratricopeptide repeat protein	Myxococcus xanthus (strain DK 1622)	WP_011554540.1;	CP000113;	ABF87019;
Q1D5I2	MXAN_3911		ABC transporter, ATP-binding protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91847;
Q1D142	MXAN_5488		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555446.1;	CP000113;	ABF90656;
Q1CZ29	MXAN_6213		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556157.1;	CP000113;	ABF86682;
Q1D0V6	MXAN_5578		1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	Myxococcus xanthus (strain DK 1622)	WP_011555532.1;	CP000113;	ABF92679;
Q1D262	MXAN_5107	argH	Argininosuccinate lyase (EC 4.3.2.1)	Myxococcus xanthus (strain DK 1622)	WP_011555081.1;	CP000113;	ABF92783;
Q1CXA2	MXAN_6854		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556779.1;	CP000113;	ABF90609;
Q1D9P0	MXAN_2413		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552488.1;	CP000113;	ABF90461;
Q1DG34	MXAN_0106		FG-GAP repeat domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92646;
Q1CWB4	MXAN_7196		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557115.1;	CP000113;	ABF88371;
Q1CZ75	MXAN_6167		Transcriptional regulator, LysR family	Myxococcus xanthus (strain DK 1622)	WP_011556111.1;	CP000113;	ABF91730;
Q1CYF7	MXAN_6442	aceA	Isocitrate lyase (EC 4.1.3.1)	Myxococcus xanthus (strain DK 1622)	WP_011556374.1;	CP000113;	ABF92843;
Q1D267	MXAN_5102		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555076.1;	CP000113;	ABF89884;
Q1D5A3	MXAN_3990		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86841;
Q1CVN5	MXAN_7433		von Willebrand factor type A domain protein	Myxococcus xanthus (strain DK 1622)	WP_011557341.1;	CP000113;	ABF85861;
Q1CYN0	MXAN_6369		Transcriptional regulator, TetR family	Myxococcus xanthus (strain DK 1622)	WP_011556301.1;	CP000113;	ABF91336;
Q1D437	MXAN_4415		Non-ribosomal peptide synthetase/polyketide synthase	Myxococcus xanthus (strain DK 1622)	WP_011554414.1;	CP000113;	ABF86207;
Q1D4Z4	MXAN_4101		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89811;
Q1DB25	MXAN_1903		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552004.1;	CP000113;	ABF88688;
Q1D129	MXAN_5501		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011555459.1;	CP000113;	ABF86452;
Q1D6Y4	MXAN_3392		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553425.1;	CP000113;	ABF87369;
Q1DBZ7	MXAN_1574		TfoX domain protein	Myxococcus xanthus (strain DK 1622)	WP_011551685.1;	CP000113;	ABF88107;
Q1DCM3	MXAN_1343		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011551460.1;	CP000113;	ABF87476;
Q1D036	MXAN_5850		NAD dependent epimerase/dehydratase family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87027;
Q1DAG4	MXAN_2136		Beta-lactamase	Myxococcus xanthus (strain DK 1622)	WP_011552214.1;	CP000113;	ABF86353;
Q1DBG0	MXAN_1763		Kelch domain protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88679;
Q1D0U2	MXAN_5592		DNA-binding response regulator	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90890;
Q1D1S3	MXAN_5248		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555215.1;	CP000113;	ABF92261;
Q1D569	MXAN_4025		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554034.1;	CP000113;	ABF90305;
Q1D5B2	MXAN_3981		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92587;
Q1D5E7	MXAN_3946		Putative acyl carier protein	Myxococcus xanthus (strain DK 1622)	WP_011553956.1;	CP000113;	ABF88942;
Q1D5L6	MXAN_3877		Sodium:dicarboxylate symporter family protein	Myxococcus xanthus (strain DK 1622)	WP_011553887.1;	CP000113;	ABF92443;
Q1D2X8	MXAN_4834		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88365;
Q1D6N8	MXAN_3490		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88664;
Q1DAI8	MXAN_2108		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552190.1;	CP000113;	ABF88532;
Q1DB58	MXAN_1869		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF90504;
Q1DBI1	MXAN_1742		Fatty acid desaturase family protein	Myxococcus xanthus (strain DK 1622)	WP_011551851.1;	CP000113;	ABF90268;
Q1D951	MXAN_2603	nadA	Quinolinate synthase A (EC 2.5.1.72)	Myxococcus xanthus (strain DK 1622)	WP_011552673.1;	CP000113;	ABF88849;
Q1D967	MXAN_2587		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552657.1;	CP000113;	ABF90948;
Q1DF70	MXAN_0433		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87234;
Q1D4S9	MXAN_4169		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86957;
Q1CXT7	MXAN_6669		Putative serine/threonine protein kinase	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92079;
Q1D479	MXAN_4371		Serine/threonine kinase family protein (EC 2.7.1.-)	Myxococcus xanthus (strain DK 1622)	WP_011554372.1;	CP000113;	ABF86013;
Q1D0G6	MXAN_5719	deoC	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87131;
Q1D154	MXAN_5476		Peptidase, M16 (Pitrilysin) family (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011555434.1;	CP000113;	ABF86079;
Q1DC85	MXAN_1481		MaoC domain protein	Myxococcus xanthus (strain DK 1622)	WP_011551597.1;	CP000113;	ABF86486;
Q1DB02	MXAN_1927		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552026.1;	CP000113;	ABF90886;
Q1DAJ8	MXAN_2097		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92030;
Q1D301	MXAN_4811		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554797.1;	CP000113;	ABF86980;
Q1D8I8	MXAN_2818	secG	Preprotein translocase, SecG subunit	Myxococcus xanthus (strain DK 1622)	WP_011552885.1;	CP000113;	ABF90319;
Q1DA53	MXAN_2249	proV	Glycine betaine/L-proline ABC transporter, ATP-binding protein (EC 3.6.3.32)	Myxococcus xanthus (strain DK 1622)	WP_011552325.1;	CP000113;	ABF92588;
Q1DBD9	MXAN_1786		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551893.1;	CP000113;	ABF92429;
Q1D7M7	MXAN_3143		Putative xanthine dehydrogenase	Myxococcus xanthus (strain DK 1622)	WP_011553193.1;	CP000113;	ABF87994;
Q1DE53	MXAN_0807		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550930.1;	CP000113;	ABF86309;
Q1CXB7	MXAN_6839		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556764.1;	CP000113;	ABF87645;
Q1D4V0	MXAN_4148		Putative transmembrane regulator PrtR	Myxococcus xanthus (strain DK 1622)	WP_011554151.1;	CP000113;	ABF87940;
Q1D548	MXAN_4046		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554054.1;	CP000113;	ABF92304;
Q1D5V3	MXAN_3788		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553801.1;	CP000113;	ABF87998;
Q1DBA4	MXAN_1825		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89103;
Q1CWJ5	MXAN_7115		ABC transporter, permease protein	Myxococcus xanthus (strain DK 1622)	WP_011557034.1;	CP000113;	ABF92529;
Q1CYP8	MXAN_6351		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556283.1;	CP000113;	ABF86803;
Q1CWD6	MXAN_7174		DNA-binding protein	Myxococcus xanthus (strain DK 1622)	WP_011557093.1;	CP000113;	ABF86787;
Q1D700	MXAN_3376		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553409.1;	CP000113;	ABF89690;
Q1DCX7	MXAN_1237		Acetyltransferase, GNAT family	Myxococcus xanthus (strain DK 1622)	WP_011551356.1;	CP000113;	ABF90179;
Q1D2X9	MXAN_4833		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554819.1;	CP000113;	ABF91189;
Q1CZG1	MXAN_6077		HNH endonuclease domain protein	Myxococcus xanthus (strain DK 1622)	WP_011556026.1;	CP000113;	ABF89381;
Q1D8A5	MXAN_2907	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	Myxococcus xanthus (strain DK 1622)	WP_011552968.1;	CP000113;	ABF90417;
Q1DCK6	MXAN_1360		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551477.1;	CP000113;	ABF90708;
Q1DE68	MXAN_0792		Peptidase, M16 (Pitrilysin) family (EC 3.4.24.-)	Myxococcus xanthus (strain DK 1622)	WP_011550915.1;	CP000113;	ABF87146;
Q1DAY7	MXAN_1948		TPR domain protein	Myxococcus xanthus (strain DK 1622)	WP_011552041.1;	CP000113;	ABF88577;
Q1D9Q9	MXAN_2394		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552469.1;	CP000113;	ABF87241;
Q1D9R2	MXAN_2391		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011552466.1;	CP000113;	ABF92821;
Q1D897	MXAN_2915		Putative adventurous gliding motility protein	Myxococcus xanthus (strain DK 1622)	WP_011552975.1;	CP000113;	ABF91530;
Q1CWV1	MXAN_7009		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556928.1;	CP000113;	ABF92814;
Q1D1T9	MXAN_5232		Pseudouridine synthase, RluA family	Myxococcus xanthus (strain DK 1622)	WP_011555199.1;	CP000113;	ABF91513;
Q1D203	MXAN_5167		Efflux ABC transporter, permease/ATP-binding protein	Myxococcus xanthus (strain DK 1622)	WP_011555138.1;	CP000113;	ABF88440;
Q1CYQ9	MXAN_6339		Vitamin K epoxide reductase family/thioredoxin domain protein	Myxococcus xanthus (strain DK 1622)	WP_011556272.1;	CP000113;	ABF86155;
Q1D4L9	MXAN_4229	hisD	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	Myxococcus xanthus (strain DK 1622)	WP_011554232.1;	CP000113;	ABF88319;
Q1D9A0	MXAN_2554		Oxidoreductase, short chain dehydrogenase/reductase family	Myxococcus xanthus (strain DK 1622)	WP_011552624.1;	CP000113;	ABF93035;
Q1DB43	MXAN_1884		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551986.1;	CP000113;	ABF87218;
Q1D843	MXAN_2971		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553027.1;	CP000113;	ABF92756;
Q1CVV0	MXAN_7366		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011557278.1;	CP000113;	ABF92066;
Q1CZK8	MXAN_6030		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555979.1;	CP000113;	ABF88929;
Q1DDF7	MXAN_1055		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551176.1;	CP000113;	ABF85997;
Q1D9R0	MXAN_2393		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88159;
Q1DAJ6	MXAN_2099		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89026;
Q1CXA8	MXAN_6848	trx	Thioredoxin	Myxococcus xanthus (strain DK 1622)	WP_011556773.1;	CP000113;	ABF91679;
Q1D9B2	MXAN_2542		Putative multidrug resistance protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86339;
Q1D5R0	MXAN_3831	slyD	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF91944;
Q1D605	MXAN_3733		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553749.1;	CP000113;	ABF89654;
Q1D6J5	MXAN_3534		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553564.1;	CP000113;	ABF88146;
Q1D960	MXAN_2594		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92935;
Q1D693	MXAN_3643		Non-ribosomal peptide synthase MxcG	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87167;
Q1CZ25	MXAN_6217		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011556161.1;	CP000113;	ABF87846;
Q1D3G1	MXAN_4646	xseB	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	Myxococcus xanthus (strain DK 1622)	WP_011554638.1;	CP000113;	ABF86722;
Q1D9J0	MXAN_2463		Type III secretion protein LcrD/AscV	Myxococcus xanthus (strain DK 1622)	WP_011552535.1;	CP000113;	ABF86210;
Q1D3L5	MXAN_4590		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88498;
Q1DAV8	MXAN_1980		Hydrolase, TatD family	Myxococcus xanthus (strain DK 1622)	WP_011552070.1;	CP000113;	ABF89339;
Q1DFJ1	MXAN_0302		Radical SAM domain protein	Myxococcus xanthus (strain DK 1622)	WP_011550446.1;	CP000113;	ABF90351;
Q1D6L4	MXAN_3515		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011553545.1;	CP000113;	ABF88315;
Q1CZV4	MXAN_5932	mutM	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.-) (EC 3.2.2.23) (EC 4.2.99.18)	Myxococcus xanthus (strain DK 1622)	WP_011555883.1;	CP000113;	ABF89546;
Q1D6S8	MXAN_3448		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011553481.1;	CP000113;	ABF85925;
Q1D482	MXAN_4368		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554369.1;	CP000113;	ABF91282;
Q1D3H9	MXAN_4628		Transglycosylase SLT domain protein	Myxococcus xanthus (strain DK 1622)	WP_011554621.1;	CP000113;	ABF90518;
Q1D4V2	MXAN_4146	ald	Alanine dehydrogenase (EC 1.4.1.1)	Myxococcus xanthus (strain DK 1622)	WP_011554149.1;	CP000113;	ABF89151;
Q1D392	MXAN_4719		Glycosyl transferase, group 2 family protein	Myxococcus xanthus (strain DK 1622)	WP_011554706.1;	CP000113;	ABF91522;
Q1D3K0	MXAN_4605		Major facilitator family transporter	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89603;
Q1D3K8	MXAN_4597		Putative methyltransferase	Myxococcus xanthus (strain DK 1622)	WP_011554592.1;	CP000113;	ABF93055;
Q1D9H7	MXAN_2476		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552548.1;	CP000113;	ABF92607;
Q1D9S9	MXAN_2374		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552449.1;	CP000113;	ABF91040;
Q1D2S3	MXAN_4893		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554875.1;	CP000113;	ABF88004;
Q1D373	MXAN_4738		PhoH family protein	Myxococcus xanthus (strain DK 1622)	WP_011554725.1;	CP000113;	ABF91742;
Q1D5K0	MXAN_3893		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011553903.1;	CP000113;	ABF92478;
Q1D851	MXAN_2963		SCP-2 sterol transfer family protein	Myxococcus xanthus (strain DK 1622)	WP_011553019.1;	CP000113;	ABF89154;
Q1CWC6	MXAN_7184		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011557103.1;	CP000113;	ABF90554;
Q1D991	MXAN_2563		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011552633.1;	CP000113;	ABF88268;
Q1DBT5	MXAN_1636		Putative membrane protein	Myxococcus xanthus (strain DK 1622)	WP_011551747.1;	CP000113;	ABF86556;
Q1D1J6	MXAN_5327	gmd	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	Myxococcus xanthus (strain DK 1622)	WP_011555292.1;	CP000113;	ABF89429;
Q1D2T4	MXAN_4882		Metallophosphoesterase	Myxococcus xanthus (strain DK 1622)	WP_011554864.1;	CP000113;	ABF92422;
Q1D2W2	MXAN_4851		Transposase orfA, IS3 family	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86804;
Q1D3W8	MXAN_4486		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87792;
Q1D454	MXAN_4396		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554397.1;	CP000113;	ABF88513;
Q1D0M6	MXAN_5659		Putative batE protein	Myxococcus xanthus (strain DK 1622)	WP_011555612.1;	CP000113;	ABF92475;
Q1CXB1	MXAN_6845		TonB-dependent receptor	Myxococcus xanthus (strain DK 1622)	WP_011556770.1;	CP000113;	ABF86463;
Q1D418	MXAN_4434		Putative serine/threonine protein kinase	Myxococcus xanthus (strain DK 1622)	WP_011554433.1;	CP000113;	ABF92910;
Q1CYV3	MXAN_6294		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88803;
Q1DA09	MXAN_2293		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552369.1;	CP000113;	ABF86586;
Q1DB50	MXAN_1877		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011551979.1;	CP000113;	ABF88338;
Q1D1M4	MXAN_5298		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86028;
Q1D6A4	MXAN_3632		Luciferase-like monooxygenase family protein	Myxococcus xanthus (strain DK 1622)	WP_011553650.1;	CP000113;	ABF86702;
Q1DE97	MXAN_0760	ung	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	Myxococcus xanthus (strain DK 1622)	WP_011550886.1;	CP000113;	ABF87223;
Q1DEY9	MXAN_0515	dpp4	Dipeptidyl peptidase IV (EC 3.4.14.5)	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF88767;
Q1D0M2	MXAN_5663	batA	BatA protein	Myxococcus xanthus (strain DK 1622)	WP_011555616.1;	CP000113;	ABF91605;
Q1D9T8	MXAN_2365		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92069;
Q1DEL9	MXAN_0636		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550767.1;	CP000113;	ABF89666;
Q1DF10	MXAN_0493		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011550626.1;	CP000113;	ABF87620;
Q1CZI9	MXAN_6049		Fatty acid desaturase family protein	Myxococcus xanthus (strain DK 1622)	WP_011555998.1;	CP000113;	ABF90074;
Q1D0F6	MXAN_5729		Putative type II restriction endonuclease	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86946;
Q1D485	MXAN_4365		Transporter, outer membrane receptor (OMR) family	Myxococcus xanthus (strain DK 1622)	WP_011554366.1;	CP000113;	ABF92532;
Q1D4J1	MXAN_4257		Response regulator	Myxococcus xanthus (strain DK 1622)	WP_011554260.1;	CP000113;	ABF86773;
Q1D4U8	MXAN_4150		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011554153.1;	CP000113;	ABF86066;
Q1CW23	MXAN_7287		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011557206.1;	CP000113;	ABF88949;
Q1CWH7	MXAN_7133		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92747;
Q1CWJ2	MXAN_7118		Putative lipoprotein	Myxococcus xanthus (strain DK 1622)	WP_011557037.1;	CP000113;	ABF86449;
Q1CWZ1	MXAN_6967		Transcriptional regulator, Fur family	Myxococcus xanthus (strain DK 1622)	WP_011556888.1;	CP000113;	ABF90606;
Q1CZI0	MXAN_6058		RNA polymerase sigma-70 factor, ECF subfamily	Myxococcus xanthus (strain DK 1622)	WP_011556007.1;	CP000113;	ABF89706;
Q1D044	MXAN_5842		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011555793.1;	CP000113;	ABF93064;
Q1D336	MXAN_4775		Tetratricopeptide repeat protein	Myxococcus xanthus (strain DK 1622)	WP_011554762.1;	CP000113;	ABF90811;
Q1D7R5	MXAN_3105		Type IV leader peptidase family protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF87121;
Q1DDC2	MXAN_1091		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551211.1;	CP000113;	ABF90742;
Q1D2P7	MXAN_4920		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF86526;
Q1DCR4	MXAN_1302		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011551419.1;	CP000113;	ABF90120;
Q1CYQ0	MXAN_6349		Putative fumarylacetoacetate hydrolase	Myxococcus xanthus (strain DK 1622)	WP_011556281.1;	CP000113;	ABF89916;
Q1D3B0	MXAN_4697		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF89472;
Q1D4Q4	MXAN_4194		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011554197.1;	CP000113;	ABF90098;
Q1DA21	MXAN_2281		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552357.1;	CP000113;	ABF92944;
Q1DAE9	MXAN_2151		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552229.1;	CP000113;	ABF93095;
Q1DFJ5	MXAN_0298		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)		CP000113;	ABF92407;
Q1D8K3	MXAN_2803		Uncharacterized protein	Myxococcus xanthus (strain DK 1622)	WP_011552870.1;	CP000113;	ABF91216;
Q1DF48	MXAN_0455		Conserved domain protein	Myxococcus xanthus (strain DK 1622)	WP_011550588.1;	CP000113;	ABF91266;
